"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
69,"Using Preimplantation Genetic Diagnosis in Autosomal Dominant Polycystic Kidney Disease Patients: a Multicenter Clinical Trial","Completed","No Results Available","Polycystic Kidney, Type 1 Autosomal Dominant Disease","Procedure: Preimplantation Genetic Diagnosis","The First Affiliated Hospital of Anhui Medical University, Hefei, Anhui, China|Navy General Hospital, Beijing, Beijing, China|Peking University Third Hospital, Beijing, Beijing, China|Southwest Hospital, Chongqing, Chongqing, China|Fuzhou General Hospital, Fuzhou, Fujian, China|The First Hospital of Lanzhou University, Lanzhou, Gansu, China|Sun Yat-sen Memorial Hospital of Sun Yat-sen University, Guangzhou, Guangdong, China|The First Affiliated Hospital of Sun Yat-sen University, Guangzhou, Guangdong, China|Hebei Province Center for Reproductive Medicine, Shijiazhuang, Hebei, China|The Second Hospital of Hebei Medical University, Shijiazhuang, Hebei, China|The Third Hospital of Hebei Medical University, Shijiazhuang, Hebei, China|The First Affiliated Hospital of Zhengzhou University, Zhengzhou, Henan, China|Renmin Hospital of Wuhan University, Wuhan, Hubei, China|Wuhan Tongji Hospital, Wuhan, Hubei, China|Wuhan Union Hospital, Wuhan, Hubei, China|Reproductive & Genetic Hospital of CITIC-Xiangya, Changsha, Hunan, China|Second Xiangya Hospital of Central South University, Changsha, Hunan, China|Xiangya Hospital of Central South University, Changsha, Hunan, China|The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School, Nanjing, Jiangsu, China|The First Affiliated Hospital with Nanjing Medical University, Nanjing, Jiangsu, China|The First Affiliated Hospital of Soochow University, Suzhou, Jiangsu, China|Shengjing Hospital, Shenyang, Liaoning, China|Hospital for Reproductive Medicine Affiliated to Shandong University, Jinan, Shandong, China|Shandong Provincial Hospital, Jinan, Shandong, China|Shanghai Changzheng Hospital, Shanghai, Shanghai, China|Shanxi Provincial People's Hospital, Taiyuan, Shanxi, China|Tang-Du Hospital, Xi'an, Shanxi, China|Shanxi Provincial People's Hospital, Chengdu, Sichuan, China|West China Hospital of Sichuan University, Chengdu, Sichuan, China|West China Second University Hospital, Chengdu, Sichuan, China|Sir Run Run Shaw Hospital of Zhejiang University, Hangzhou, Zhejiang, China","https://ClinicalTrials.gov/show/NCT02948179"
70,"Wishing to Decrease Aquaresis in ADPKD Patients Treated With a V2Ra; the Effect of Regulating Protein and Salt","Recruiting","No Results Available","Polycystic Kidney, Autosomal Dominant|ADPKD|Autosomal Dominant Polycystic Kidney","Dietary Supplement: Sodiumchloride|Dietary Supplement: Protein|Dietary Supplement: Placebo comparator (salt)|Dietary Supplement: Placebo comparator (protein)","UMC Groningen, Groningen, Netherlands","https://ClinicalTrials.gov/show/NCT04310319"
71,"Tolvaptan-Octreotide LAR Combination in ADPKD","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease","Drug: Tolvaptan|Drug: Octreotide LAR|Other: Placebo","CRC per le Malattie Rare Aldo e Cele Daccò, Ranica, Bergamo, Italy","https://ClinicalTrials.gov/show/NCT03541447"
72,"Randomized Clinical Trial of Triptolide Woldifii for Autosomal Dominant Polycystic Kidney Disease","Terminated","No Results Available","Polycystic Kidney","Drug: tripterygium wilfordii|Drug: Emodin","Liu ZH, Yao XD,Chen X,Hu YL, Nanjing, Jiangsu, China|Yao Xiaodan, Nanjing, Jiangsu, China","https://ClinicalTrials.gov/show/NCT00801268"
73,"Safety of Lixivaptan in Subjects Previously Treated With Tolvaptan for Autosomal Dominant Polycystic Kidney Disease","Active, not recruiting","No Results Available","Polycystic Kidney Disease, Adult|ADPKD","Drug: Lixivaptan","University of California Los Angeles, Los Angeles, California, United States|University of Chicago Medicine & Biological Sciences, Chicago, Illinois, United States|St. Clair Nephrology, Roseville, Michigan, United States|Mayo Clinic, Rochester, Minnesota, United States|Brookview Hills Research Associates, LLC, Winston-Salem, North Carolina, United States|Northeast Clinical Research Center, LLC, Bethlehem, Pennsylvania, United States|Nephrology Associates of Northern Virginia, Inc., Fairfax, Virginia, United States","https://ClinicalTrials.gov/show/NCT04152837"
74,"Autosomal Dominant Polycystic Kidney Disease (ADPKD) Pain Study","Completed","No Results Available","Kidney, Polycystic, Autosomal Dominant","Procedure: video thorascopic splanchnicectomy (VSPL)","Mayo Clinic, Rochester, Minnesota, United States","https://ClinicalTrials.gov/show/NCT00571909"
75,"A New Diet for Patients With Autosomal Dominant Polycystic Disease (ADPKD)","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease","Other: ADPKD Diet","University of Kansas Medical Center, Kansas City, Kansas, United States","https://ClinicalTrials.gov/show/NCT01810614"
76,"Study of Lanreotide to Treat Polycystic Kidney Disease","Unknown status","No Results Available","Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Drug: Lanreotide","University Medical Center Groningen, Groningen, Netherlands|Leiden University Medical Center, Leiden, Netherlands|Radboud University Medical Center, Nijmegen, Netherlands|Erasmus Medisch Centrum, Rotterdam, Netherlands","https://ClinicalTrials.gov/show/NCT01616927"
77,"Pilot Study of Rapamycin as Treatment for Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Completed","Has Results","Polycystic Kidney Diseases","Drug: Rapamune","The Cleveland Clinic- main campus, Cleveland, Ohio, United States","https://ClinicalTrials.gov/show/NCT00286156"
78,"Ketogenic Dietary Interventions in Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Completed","No Results Available","ADPKD","Other: Ketogenic diet|Other: 3-days water-fasting|Other: Control","Department II of Internal Medicine, University Hospital of Cologne, Cologne, Germany","https://ClinicalTrials.gov/show/NCT04680780"
79,"Renal Denervation in ADPKD- RDN-ADPKD Study","Recruiting","No Results Available","Uncontrolled Hypertension|Autosomal Dominant Polycystic Kidney Disease|Renal Denervation","Device: Renal denervation","University Hospital FAU Erlangen-Nürnberg, Erlangen, Germany","https://ClinicalTrials.gov/show/NCT05460169"
80,"Statin Therapy in Patients With Early Stage ADPKD","Recruiting","No Results Available","ADPKD|Autosomal Dominant Polycystic Kidney","Drug: Pravastatin|Drug: Placebo","University of Colorado Denver Anschutz Medical Campus, Denver, Colorado, United States","https://ClinicalTrials.gov/show/NCT03273413"
81,"Metformin vs Tolvaptan for Treatment of Autosomal Dominant Polycystic Kidney Disease","Unknown status","No Results Available","ADPKD","Drug: Metformin|Drug: Tolvaptan","AOUC ""Policlinico"", Bari, Italy|AOUConsorziale Policlinico Di Bari, Bari, Italy","https://ClinicalTrials.gov/show/NCT03764605"
82,"Efficacy and Safety Study of Second-Line Treatment for Hypertension With Autosomal Dominant Polycystic Kidney Disease(ADPKD)","Unknown status","No Results Available","Kidney, Polycystic, Autosomal Dominant","Drug: Cilnidipine|Drug: Imidapril","Department of Medicine II, Hokkaido Univserity School of Medicine, Sapporo, Hokkaido, Japan|Toranomon Hospital Kajigaya, Kidney center, Kawasaki, Kanagawa, Japan|Department of Medicine II, Nippon Medical School, Bunkyo-ku, Tokyo, Japan|Department of Urology, Teikyo University School of Medicine, Itabashi-ku, Tokyo, Japan|Toranomon Hospital, Kidney center, Minato-ku, Tokyo, Japan|Division of Kidney and Hypertension, Department of Internal Medicine, Jikei University School of Medicine, Minato-ku, Tokyo, Japan|Department of Urology, Kyorin University School of Medicine, Mitaka, Tokyo, Japan|Department of Urology, National Hospital Organaization Chiba-East Hospital, Chiba, Japan|Division of Clinical Nephrology and Rheumatology, Niigata University Graduate School of Medical and Dental Sciences, Niigata, Japan","https://ClinicalTrials.gov/show/NCT00890279"
83,"Long-term Treatment of Autosomal Dominant Polycystic Kidney Disease (ADPKD) With Venglustat","Terminated","No Results Available","Congenital Cystic Kidney Disease","Drug: Venglustat GZ402671","Investigational Site Number :8400019, Morgantown, West Virginia, United States|Investigational Site Number :0360001, Westmead, New South Wales, Australia|Investigational Site Number :0560002, Leuven, Belgium|Investigational Site Number :2500002, Paris, France|Investigational Site Number :2760001, Berlin, Germany|Investigational Site Number :3920001, Sapporo-shi, Hokkaido, Japan|Investigational Site Number :3920007, Osaka-shi, Osaka, Japan|Investigational Site Number :3920002, Bunkyo-ku, Tokyo, Japan|Investigational Site Number :3920004, Shinjuku-ku, Tokyo, Japan|Investigational Site Number :4100002, Seoul, Seoul-teukbyeolsi, Korea, Republic of|Investigational Site Number :5280002, Nijmegen, Netherlands|Investigational Site Number :6420002, Bucuresti, Romania|Investigational Site Number :7240003, Barcelona, Barcelona [Barcelona], Spain|Investigational Site Number :7240002, Madrid / Madrid, Madrid, Comunidad De, Spain","https://ClinicalTrials.gov/show/NCT04705051"
84,"Daily Caloric Restriction in ADPKD","Recruiting","No Results Available","Autosomal Dominant Polycystic Kidney|Overweight and Obesity","Behavioral: Daily caloric restriction|Other: Standard advice control","University of Colorado - Anschutz Medical Campus, Aurora, Colorado, United States","https://ClinicalTrials.gov/show/NCT04907799"
85,"Dietary Intervention in ADPKD on Tolvaptan","Unknown status","No Results Available","Polyuria|Autosomal Dominant Polycystic Kidney","Other: Dietary","St. Joseph's Healthcare, Hamilton, Ontario, Canada","https://ClinicalTrials.gov/show/NCT03858439"
86,"A GnRH Agonist IN Pre-menopausal Women STudy to Treat Severe Polycystic Liver Disease","Recruiting","No Results Available","Polycystic Liver Disease|Autosomal Dominant Polycystic Kidney","Drug: Leuprorelin","Radboudumc, Nijmegen, Gelderland, Netherlands|Groningen universitair medical center, Groningen, Netherlands","https://ClinicalTrials.gov/show/NCT05478083"
87,"Lanreotide as Treatment of Polycystic Livers","Completed","No Results Available","Polycystic Liver Disease|Hepatomegaly|Liver Diseases|Polycystic Kidney, Autosomal Dominant","Drug: Placebo|Drug: Lanreotide","University Hospital Gasthuisberg, Leuven, Belgium|Radboud University Medical Center, Nijmegen, Netherlands","https://ClinicalTrials.gov/show/NCT00565097"
88,"PB to Treat Hereditary Nephrogenic Diabetes Insipidus, ADPKD Treated With Tolvaptan, and Severely Polyuric Patients With Previous Lithium Administration","Not yet recruiting","No Results Available","Autosomal Dominant Polycystic Kidney Disease|Nephrogenic Diabetes Insipidus|Acquired Nephrogenic Diabetes Insipidus|Congenital Nephrogenic Diabetes Insipidus","Drug: PB","Mayo Clinic, Jacksonville, Florida, United States","https://ClinicalTrials.gov/show/NCT05190744"
89,"Roll-over Study to Assess Safety of Lixivaptan in Participants With ADPKD Who Completed Study PA-ADPKD-303","Terminated","No Results Available","Polycystic Kidney Disease, Adult","Drug: Lixivaptan","Northeast Clinical Research Center, LLC, Bethlehem, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT05208866"
90,"An Extended Access Program for Bardoxolone Methyl in Patients With CKD (EAGLE)","Recruiting","No Results Available","Chronic Kidney Diseases|Alport Syndrome|Autosomal Dominant Polycystic Kidney","Drug: Bardoxolone methyl","University of Alabama at Birmingham, Birmingham, Alabama, United States|Nephrology Consultants, LLC, Huntsville, Alabama, United States|Arizona Kidney Disease and Hypertension Research Services, PLLC, Glendale, Arizona, United States|California Institute Renal Research, La Mesa, California, United States|Academic Medical Research Institute, Los Angeles, California, United States|David Geffen School of Medicine at UCLA, Los Angeles, California, United States|Apex Research of Riverside, Riverside, California, United States|Rady Children's Hospital - San Diego, San Diego, California, United States|University of California San Francisco - Children's Renal Center, San Francisco, California, United States|Western Nephrology, Arvada, Colorado, United States|Colorado Kidney Care, PC, Denver, Colorado, United States|South Florida Research Institute, Lauderdale Lakes, Florida, United States|USF Health South Tampa Center, Tampa, Florida, United States|Florida Premier Research Institute, LLC, Winter Park, Florida, United States|Emory University School of Medicine, Atlanta, Georgia, United States|Boise Kidney & Hypertension, PLLC, Caldwell, Idaho, United States|Boise Kidney & Hypertension, PLLC, Meridian, Idaho, United States|Northwestern University, Chicago, Illinois, United States|Nephrology Research NorthShore University Health System, Evanston, Illinois, United States|University of Kansas Medical Center, Kansas City, Kansas, United States|Renal Associates of Baton Rouge, Baton Rouge, Louisiana, United States|Northwest Louisiana Nephrology, Shreveport, Louisiana, United States|The Johns Hopkins University, Baltimore, Maryland, United States|Tufts Medical Center - Division of Nephrology, Boston, Massachusetts, United States|University of Michigan, Ann Arbor, Michigan, United States|Nephrology Center, PC, Kalamazoo, Michigan, United States|Children's Mercy Hospital and Clinics, Kansas City, Missouri, United States|Clinical Research Consultants, LLC, Kansas City, Missouri, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Hackensack University Medical Center, Hackensack, New Jersey, United States|Nephrology Associates, PC, Flushing, New York, United States|Columbia University Medical Center, New York, New York, United States|Mountain Kidney & Hypertension Associates, Asheville, North Carolina, United States|Metrolina Nephrology Associates, Charlotte, North Carolina, United States|Duke University Medical Center, Durham, North Carolina, United States|Metrolina Nephrology Associates, Gastonia, North Carolina, United States|Cleveland Clinic, Cleveland, Ohio, United States|Remington-Davis Clinical Research, Columbus, Ohio, United States|Oregon Health and Science University, Portland, Oregon, United States|Northeast Clinical Research Center, Bethlehem, Pennsylvania, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|UPMC Children's Hospital of Pittsburgh, Pittsburgh, Pennsylvania, United States|Columbia Nephrology Associates, PA, Columbia, South Carolina, United States|South Carolina Nephrology & Hypertension Center, Inc, Orangeburg, South Carolina, United States|Research Management, Inc., Austin, Texas, United States|Renal Disease Research Institute, Dallas, Texas, United States|DaVita Med Center, Houston, Texas, United States|Southwest Houston Research, Houston, Texas, United States|Clinical Advancement Center, San Antonio, Texas, United States|John Hunter Hospital, New Lambton, New South Wales, Australia|Royal Brisbane and Women's Hospital, Herston, Queensland, Australia|Melbourne Renal Research Group, Reservoir, Victoria, Australia|Chu Grenoble Alpes, Grenoble, France|Hopital Necker, Universite Paris Descartes, Paris, France|Japanese Red Cross Nagoya Daini Hospital, Nagoya-shi, Aichi, Japan|Kobe University Hospital, Kobe City, Hyogo, Japan|St Marianna University Hospital, Kawasaki, Kanagawa, Japan|JCHO Sendai Hospital, Sendai-shi, Miyagi, Japan|Kitano Hospital, Osaka-shi, Osaka, Japan|Saga University Hospital, Saga-shi, Saga, Japan|Saitama Children's Medical Center, Saitama-shi, Saitama, Japan|Jutendo University Hospital, Bunkyō-Ku, Tokyo, Japan|Tokyo Metropolitan Children's Medical Center, Fuchū, Tokyo, Japan|Puerto Rico Clinical and Translational Research Consortium (PRCTRC), Rio Piedras, Puerto Rico|Fundacio Puigvert, Barcelona, Cataluna, Spain|Hospital Virgen de la Arrixaca, El Palmar, Murcia, Spain","https://ClinicalTrials.gov/show/NCT03749447"
91,"CCB Safety Study in Treatment of Hypertension of ADPKD","Unknown status","No Results Available","Kidney, Polycystic, Autosomal Dominant","Drug: Candesartan|Drug: Candesartan and Cilnidipine|Drug: Candesartan plus non-CCB agents","Kyorin University School of Medicine, Mitaka, Tokyo, Japan|Department of Urology, National Hospital Organaization Chiba-East Hospital, Chiba, Chiba, Japan|Toranomon Hospital Kajigaya, Kidney center, Kanagawa, Japan|Toranomon Hospital, Kidney center, Tokyo, Japan|Division of Kidney and Hypertension, Department of Internal Medicine, Jikei University School of Medicine, Tokyo, Japan|Department of Urology, Teikyo University, School of Medicine, Tokyo, Japan","https://ClinicalTrials.gov/show/NCT00541853"
92,"Dynamic Measurement of Renal Functional Reserve as a Predictor of Long-Term Renal Function","Unknown status","No Results Available","Adult Polycystic Kidney Disease|Kidney Neoplasms|Kidney Dysfunction","Diagnostic Test: sinistrin clearance dynamic measurement","University Hospital Zurich, Zürich, Switzerland","https://ClinicalTrials.gov/show/NCT03442647"
93,"High Water Intake to Slow Progression of Polycystic Kidney Disease","Completed","Has Results","Kidney, Polycystic, Autosomal Dominant","Other: Water","New York University Langone Medical Center, New York, New York, United States","https://ClinicalTrials.gov/show/NCT00784030"
94,"Assessment of Treatment With Laparoscopic Fenestration or Aspiration Sclerotherapy for Large Symptomatic Hepatic Cysts","Not yet recruiting","No Results Available","Liver Cyst|Polycystic Liver Disease|Autosomal Dominant Polycystic Kidney|Autosomal Dominant Polycystic Liver Disease","Procedure: aspiration sclerotherapy versus laparoscopic fenestration",,"https://ClinicalTrials.gov/show/NCT05500157"
95,"Pasireotide LAR in Severe Polycystic Liver Disease","Completed","Has Results","Somatostatin Analogs|Polycystic Liver Disease|Autosomal Dominant Polycystic Kidney Disease|Autosomal Dominant Polycystic Liver Disease","Drug: Pasireotide LAR|Drug: Placebo","Mayo Clinic, Rochester, Minnesota, United States","https://ClinicalTrials.gov/show/NCT01670110"
96,"Sirolimus Treatment in Patients With Autosomal Dominant Polycystic Kidney Disease: Renal Efficacy and Safety","Completed","No Results Available","Polycystic Kidney","Drug: Sirolimus|Drug: conventional therapy","Hospital ""Azienda Ospedaliera Ospedali Riuniti di Bergamo"" Unit of Neprology and Dialysis, Bergamo, Italy","https://ClinicalTrials.gov/show/NCT00491517"
97,"A Phase 2 Trial of the Safety and Efficacy of Bardoxolone Methyl in Patients With Rare Chronic Kidney Diseases - PHOENIX","Completed","Has Results","IgA Nephropathy|CKD Associated With Type 1 Diabetes|Focal Segmental Glomerulosclerosis|Autosomal Dominant Polycystic Kidney","Drug: Bardoxolone methyl capsules","University of Alabama Birmingham, Birmingham, Alabama, United States|Phoenician Centers for Research & Innovation (PCRI), Phoenix, Arizona, United States|University of California Los Angeles, Los Angeles, California, United States|Denver Nephrology, Denver, Colorado, United States|Gulfcoast Endocrine and Diabetes Center, Clearwater, Florida, United States|South Florida Research Institute, Lauderdale Lakes, Florida, United States|Coastal Nephrology Associates, Port Charlotte, Florida, United States|Kidney Care Augusta, Augusta, Georgia, United States|Boise Kidney & Hypertension, PLLC, Caldwell, Idaho, United States|Boise Kidney & Hypertension, PLLC, Meridian, Idaho, United States|Research By Design, Evergreen Park, Illinois, United States|University of Kansas Medical Center, Kansas City, Kansas, United States|Four Rivers Clinical Research, Inc, Paducah, Kentucky, United States|Northwest Louisiana Nephrology, Shreveport, Louisiana, United States|Tufts Medical Center - Division of Nephrology Tufts Medical Center, Boston, Massachusetts, United States|Clinical Research Consultants, LLC, Kansas City, Missouri, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Jacobi Medical Center, Bronx, New York, United States|Columbia University Medical Center - Nephrology, New York, New York, United States|Physician's East Endocrine Research, Greenville, North Carolina, United States|Remington-Davis Clinical Research, Columbus, Ohio, United States|Northeast Clinical Research Center, LLC, Bethlehem, Pennsylvania, United States|The Warren Alpert School of Brown University, Providence, Rhode Island, United States|Nephrology Associates, Chattanooga, Tennessee, United States|Research Management, Inc., Austin, Texas, United States|Renal Disease Research Intitute, Dallas, Texas, United States|Renal Associates, PA, San Antonio, Texas, United States|Advanced Clinical Research, West Jordan, Utah, United States|Mendez Center for Clinical Research LLC, Fairfax Station, Virginia, United States|Larry Stonesifer, M.D., Federal Way, Washington, United States","https://ClinicalTrials.gov/show/NCT03366337"
98,"Mesenchymal Stem Cells Transplantation in Patients With Chronic Renal Failure Due to Polycystic Kidney Disease","Completed","No Results Available","Chronic Renal Failure|Polycystic Kidney Disease","Biological: Intravenous injection autologous mesenchymal stem cells","Royan Institute, Tehran, Iran, Islamic Republic of","https://ClinicalTrials.gov/show/NCT02166489"
99,"Octreotide in Severe Polycystic Liver Disease","Completed","Has Results","Polycystic Kidney, Autosomal Dominant|Polycystic Liver Disease|Hepatomegaly|Liver Diseases|Kidney, Polycystic|Abdominal Pain","Drug: Octreotide|Drug: Placebo","Mayo Clinic, Rochester, Minnesota, United States","https://ClinicalTrials.gov/show/NCT00426153"
100,"A Study of RGLS8429 in Healthy Volunteers","Recruiting","No Results Available","Healthy Volunteers","Drug: RGLS8429|Drug: Placebo volume-matching RGLS8429 dose","ICON Early Phase Services, San Antonio, Texas, United States","https://ClinicalTrials.gov/show/NCT05429073"
101,"Polycystic Liver Disease in Kidney Transplant","Terminated","Has Results","Polycystic Liver Disease","Drug: Tacrolimus|Drug: Sirolimus|Drug: Mycophenolate Mofetil|Drug: Prednisone","Mayo Clinic, Rochester, Minnesota, United States","https://ClinicalTrials.gov/show/NCT00934791"
102,"The Vienna RAP Pilot Study","Completed","No Results Available","ADPKD","Drug: Sirolimus","Division of Nephrology and Dialysis, Department of Medicine III, Medical University Vienna, Vienna, Austria","https://ClinicalTrials.gov/show/NCT01632605"
103,"Open-Label Extension of LOCKCYST Trial","Unknown status","No Results Available","Polycystic Liver Disease|Hepatomegaly|Liver Diseases|Polycystic Kidney|Autosomal Dominant","Drug: lanreotide","University Hospital Gasthuisberg, University of Leuven, Leuven, Belgium|Radboud University Nijmegen Medical Center, Nijmegen, Netherlands","https://ClinicalTrials.gov/show/NCT00771888"
